Ticker,Company Name,Sector,Industry
MS,MORGAN STANLEY,Financial Services,Banks
MSA,MSA Safety Inc,Industrials,Consulting & Outsourcing
MSB,MESABI TRUST,Real Estate,REITs
MSCC,MICROSEMI CORP,Technology,Semiconductors
MSCI,MSCI Inc.,Financial Services,"Brokers, Exchanges & Other"
MSFT,MICROSOFT CORP,Technology,Application Software
MSGE,Madison Square Garden Entertainment Corp.,Consumer Cyclical,Entertainment
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment
MSM,MSC INDUSTRIAL DIRECT CO INC,Industrials,Industrial Distribution
MTB,M&T BANK CORP,Financial Services,Banks
MTBC,"MEDICAL TRANSCRIPTION BILLING, CORP",Technology,Application Software
MTCH,"Match Group, Inc.",Technology,Online Media
MTD,METTLER TOLEDO INTERNATIONAL INC/,Healthcare,Medical Instruments & Equipment
MTDR,Matador Resources Co,Energy,Oil & Gas - E&P
MTEM,"Molecular Templates, Inc.",Healthcare,Biotechnology
MTG,MGIC INVESTMENT CORP,Financial Services,Insurance - Property & Casualty
MTMT,Mega Matrix Corp.,Industrials,Consulting & Outsourcing
MTN,VAIL RESORTS INC,Consumer Cyclical,Travel & Leisure
MTOR,MERITOR INC,Consumer Cyclical,Autos
MTRN,MATERION Corp,Basic Materials,Metals & Mining
MTRX,MATRIX SERVICE CO,Energy,Oil & Gas - Services
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MTTR,"Matterport, Inc./DE",Industrials,Industrial Products
MTX,MINERALS TECHNOLOGIES INC,Basic Materials,Building Materials
MTZ,Mastec Inc,Industrials,Engineering & Construction
MU,MICRON TECHNOLOGY INC,Technology,Semiconductors
MUR,MURPHY OIL CORP /DE,Energy,Oil & Gas - E&P
MUSA,Murphy USA Inc.,Consumer Defensive,Retail - Defensive
MUX,McEwen Mining Inc.,Basic Materials,Metals & Mining
MVIS,"MICROVISION, INC.",Technology,Computer Hardware
MVST,"Microvast Holdings, Inc.",Industrials,Industrial Products
MWW,"MONSTER WORLDWIDE, INC.",,
MXCT,"MAXCYTE, INC.",,
MXIM,MAXIM INTEGRATED PRODUCTS INC,Technology,Semiconductors
MXMG,MAXIMA GROUP INC.,,
MXPT,"MaxPoint Interactive, Inc.",Technology,Application Software
MXWL,MAXWELL TECHNOLOGIES INC,Technology,Computer Hardware
MYCC,"ClubCorp Holdings, Inc.",Consumer Cyclical,Travel & Leisure
MYGN,MYRIAD GENETICS INC,Healthcare,Medical Diagnostics & Research
MYL,Mylan N.V.,Healthcare,Drug Manufacturers
MYL_old,Mylan N.V.,Healthcare,Drug Manufacturers
MYMD,"MyMD Pharmaceuticals, Inc.",Healthcare,Medical Instruments & Equipment
MYO,"MYOMO, INC.",Healthcare,Biotechnology
NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,Consumer Defensive,Consumer Packaged Goods
NANO,ONTO INNOVATION INC.,Technology,Semiconductors
NARI,"Inari Medical, Inc.",Healthcare,Medical Devices
NATI,NATIONAL INSTRUMENTS CORP,Technology,Application Software
NATL,National Interstate CORP,,
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Defensive,Consumer Packaged Goods
NAV,NAVISTAR INTERNATIONAL CORP,Industrials,Truck Manufacturing
NAVI,NAVIENT CORP,Financial Services,Credit Services
NBIX,Neurocrine Biosciences Inc,Healthcare,Biotechnology
NBL,NOBLE ENERGY INC,Energy,Oil & Gas - E&P
NBR,NABORS INDUSTRIES LTD,Energy,Oil & Gas - Drilling
NBY,"NovaBay Pharmaceuticals, Inc.",Healthcare,Biotechnology
NC,NACCO INDUSTRIES INC,Basic Materials,Coal
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel & Leisure
NCMI,"National CineMedia, Inc.",Consumer Cyclical,Advertising & Marketing Services
NCR,NCR CORP,Technology,Application Software
NCSO,99 CENTS ONLY STORES LLC,Consumer Defensive,Retail - Defensive
NDAQ,NASDAQ OMX Group,Financial Services,"Brokers, Exchanges & Other"
NDLS,NOODLES & Co,Consumer Cyclical,Restaurants
NDMT,NowNews Digital Media Technology Co. Ltd.,,
NDSN,NORDSON CORP,Industrials,Industrial Products
NE,Noble Corp plc,Energy,Oil & Gas - Drilling
NEE,NEXTERA ENERGY INC,Utilities,Utilities - Regulated
NEM,NEWMONT MINING CORP /DE/,Basic Materials,Metals & Mining
NEO,NEOGENOMICS INC,Healthcare,Medical Diagnostics & Research
NEOG,NEOGEN CORP,Healthcare,Medical Diagnostics & Research
NEOS,"Neos Therapeutics, Inc.",Healthcare,Drug Manufacturers
NEP,"NextEra Energy Partners, LP",Utilities,Utilities - Independent Power Producers
NEPH,NEPHROS INC,Healthcare,Medical Instruments & Equipment
NERO,"NEUROMAMA, LTD.",Technology,Online Media
NERV,"Minerva Neurosciences, Inc.",Healthcare,Biotechnology
NET,"Cloudflare, Inc.",Technology,Application Software
NEU,NEWMARKET CORP,Basic Materials,Chemicals
NEWR,"NEW RELIC, INC.",Technology,Application Software
NFG,National Fuel Gas Co,Energy,Oil & Gas - E&P
NFLX,NETFLIX INC,Consumer Cyclical,Entertainment
NFX,NEWFIELD EXPLORATION CO /DE/,Energy,Oil & Gas - E&P
NGHC,National General Holdings Corp.,,
NGL,NGL Energy Partners LP,Energy,Oil & Gas - Refining & Marketing
NGRP,CRESTWOOD HOLDINGS LP,,
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,Retail - Defensive
NGVT,Ingevity Corp,Basic Materials,Chemicals
NH,"NantHealth, Inc.",Healthcare,Biotechnology
NHC,NATIONAL HEALTHCARE CORP,Healthcare,Health Care Providers
NHHS,"NorthStar Healthcare Income, Inc.",Real Estate,REITs
NHI,NATIONAL HEALTH INVESTORS INC,,
NHTC,NATURAL HEALTH TRENDS CORP,Consumer Defensive,Consumer Packaged Goods
NI,NISOURCE INC/DE,Utilities,Utilities - Regulated
NICK,NICHOLAS FINANCIAL INC,Financial Services,Credit Services
NINE,"Nine Energy Service, Inc.",Energy,Oil & Gas - Services
NJR,NEW JERSEY RESOURCES CORP,Utilities,Utilities - Regulated
NKE,NIKE INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
NKLA,Nikola Corp,Consumer Cyclical,Autos
NKSH,NATIONAL BANKSHARES INC,Financial Services,Banks
NKT.CO,NKT A/S,Industrials,Industrial Products
NKTR,NEKTAR THERAPEUTICS,Healthcare,Biotechnology
NLN,"NEULION, INC.",,
NLOK,NortonLifeLock Inc.,Technology,Application Software
NLS,"NAUTILUS, INC.",Consumer Cyclical,Travel & Leisure
NLSN,Nielsen Holdings plc,Industrials,Business Services
NLST,NETLIST INC,Technology,Semiconductors
NLY,ANNALY CAPITAL MANAGEMENT INC,,
NMBL,Nimble Storage Inc,,
NMIH,"NMI Holdings, Inc.",Financial Services,Insurance - Property & Casualty
NNDM,Nano Dimension Ltd.,Industrials,Engineering & Construction
NNN,National Retail Properties Inc,Real Estate,REITs
NOC,NORTHROP GRUMMAN CORP /DE/,Industrials,Aerospace & Defense
NOIZ,MICRONETICS INC,,
NOK,NOKIA CORP,,
NOV,National Oilwell Varco Inc.,Energy,Oil & Gas - Services
NOVT,NOVANTA INC,Technology,Computer Hardware
NOW,"ServiceNow, Inc.",Technology,Application Software
NP,Neenah Inc,Basic Materials,Forest Products
NPTN,NEOPHOTONICS CORP,Technology,Semiconductors
NRG,NRG Energy,Utilities,Utilities - Independent Power Producers
NRTHF,Northern Power Systems Corp.,Industrials,Engineering & Construction
NRZ,New Residential Investment Corp.,Real Estate,REITs
NS,NuStar Energy L.P.,Energy,Oil & Gas - Refining & Marketing
NSA,National Storage Affiliates Trust,Real Estate,REITs
NSC,Norfolk Southern Corp.,Industrials,Transportation & Logistics
NSH_delist,"NuStar GP Holdings, LLC",,
NSP,"INSPERITY, INC.",Business Services,HR & Staffing
NSPR,"InspireMD, Inc.",Healthcare,Medical Devices
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",Industrials,Consulting & Outsourcing
NSTG,NanoString Technologies Inc,Healthcare,Biotechnology
NTAP,"NetApp, Inc.",Technology,Computer Hardware
NTCT,NETSCOUT SYSTEMS INC,Technology,Application Software
NTES,"NetEase, Inc.",,
NTGR,"NETGEAR, INC",Technology,Communication Equipment
NTIP,NETWORK 1 TECHNOLOGIES INC,Technology,Application Software
NTLA,"Intellia Therapeutics, Inc.",Healthcare,Biotechnology
NTNX,"Nutanix, Inc.",Technology,Application Software
NTRA,"Natera, Inc.",Healthcare,Medical Diagnostics & Research
NTRI,NUTRI SYSTEM INC /DE/,Consumer Cyclical,Personal Services
NTRS,NORTHERN TRUST CORP,Financial Services,Asset Management
NTUS,Natus Medical Inc,Healthcare,Medical Devices
NUAN,Nuance Communications Inc,Technology,Application Software
NUE,NUCOR CORP,Basic Materials,Steel
NURO,"NeuroMetrix, Inc.",Healthcare,Medical Devices
NUS,"NU SKIN ENTERPRISES, INC.",Consumer Cyclical,Travel & Leisure
NUTR,NUTRACEUTICAL INTERNATIONAL CORP,Consumer Defensive,Consumer Packaged Goods
NUVA,NUVASIVE INC,Healthcare,Medical Devices
NUZE,"NuZee, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
NVAX,NOVAVAX INC,Healthcare,Biotechnology
NVCR,Novocure Ltd,Healthcare,Medical Instruments & Equipment
NVDA,NVIDIA CORP,Technology,Semiconductors
NVEC,NVE CORP /NEW/,Technology,Semiconductors
NVR,NVR INC,Consumer Cyclical,Homebuilding & Construction
NVST,Envista Holdings Corp,Healthcare,Medical Devices
NVT,nVent Electric plc,Industrials,Industrial Products
NVTA,Invitae Corp,Healthcare,Health Care Providers
NWE,NORTHWESTERN CORP,Utilities,Utilities - Regulated
NWL,Newell Rubbermaid Co.,Consumer Defensive,Consumer Packaged Goods
NWPX,NORTHWEST PIPE CO,Industrials,Engineering & Construction
NWS,NEWS CORP,Consumer Cyclical,Entertainment
NWY,"New York & Company, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
NX,Quanex Building Products CORP,Basic Materials,Building Materials
NXGN,"NEXTGEN HEALTHCARE, INC.",Technology,Application Software
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors
NXST,"NEXSTAR MEDIA GROUP, INC.",Consumer Cyclical,Entertainment
NYCB,NEW YORK COMMUNITY BANCORP INC,Financial Services,Banks
NYT,NEW YORK TIMES CO,Consumer Cyclical,Publishing
O,REALTY INCOME CORP,Real Estate,REITs
OA,"ORBITAL ATK, INC.",Industrials,Aerospace & Defense
OAK,"Oaktree Capital Group, LLC",Financial Services,Asset Management
OC,Owens Corning,Basic Materials,Building Materials
OCC,OPTICAL CABLE CORP,Technology,Communication Equipment
OCN,OCWEN FINANCIAL CORP,Financial Services,Banks
OCX,Oncocyte Corp,Healthcare,Biotechnology
ODFL,OLD DOMINION FREIGHT LINE INC/VA,Industrials,Transportation & Logistics
ODP,OFFICE DEPOT INC,Consumer Cyclical,Retail - Apparel & Specialty
ODT,"Odonate Therapeutics, Inc.",Healthcare,Biotechnology
OFC,CORPORATE OFFICE PROPERTIES TRUST,,
OFLX,"Omega Flex, Inc.",Industrials,Industrial Products
OGE,OKLAHOMA GAS & ELECTRIC CO,Utilities,Utilities - Regulated
OGN,Organon & Co.,Healthcare,Medical Diagnostics & Research
OGS,"ONE Gas, Inc.",Utilities,Utilities - Regulated
OHI,OMEGA HEALTHCARE INVESTORS INC,Real Estate,REITs
OI,OWENS ILLINOIS INC /DE/,Consumer Cyclical,Packaging & Containers
OII,OCEANEERING INTERNATIONAL INC,Energy,Oil & Gas - Services
OKE,ONEOK INC /NEW/,Energy,Oil & Gas - Midstream
OKTA,"Okta, Inc.",Technology,Application Software
OLED,UNIVERSAL DISPLAY CORP \PA\,Technology,Semiconductors
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Consumer Defensive,Retail - Defensive
OLN,Olin Corp,Basic Materials,Chemicals
OLP,ONE LIBERTY PROPERTIES INC,,
OMC,OMNICOM GROUP INC.,Consumer Cyclical,Advertising & Marketing Services
OMCL,"OMNICELL, Inc",Technology,Application Software
OMED,OncoMed Pharmaceuticals Inc,Healthcare,Biotechnology
OMF,"OneMain Holdings, Inc.",Financial Services,Credit Services
OMGB,OMEGA BRANDS INC.,,
OMI,OWENS & MINOR INC/VA/,Healthcare,Medical Distribution
OMIC,"Singular Genomics Systems, Inc.",Healthcare,Biotechnology
OMP,Oasis Midstream Partners LP,Energy,Oil & Gas - Midstream
ON,ON SEMICONDUCTOR CORP,Technology,Semiconductors
ONCT,"Oncternal Therapeutics, Inc.",Healthcare,Biotechnology
ONCYF,ONCOLYTICS BIOTECH INC,,
ONDK,"On Deck Capital, Inc.",,
ONEM,1Life Healthcare Inc,Healthcare,Health Care Providers
ONVO,"ORGANOVO HOLDINGS, INC.",Healthcare,Medical Diagnostics & Research
OOMA,OOMA INC,Business Services,Communication Services
OPEN,Opendoor Technologies Inc.,Real Estate,Real Estate Services
OPGN,OPGEN INC,Healthcare,Biotechnology
OPI,OFFICE PROPERTIES INCOME TRUST,Real Estate,REITs
OPK,"OPKO HEALTH, INC.",Healthcare,Medical Diagnostics & Research
OPRX,OptimizeRx Corp,Technology,Application Software
OPTT,"Ocean Power Technologies, Inc.",Energy,Alternative Energy Sources & Other
OPY,OPPENHEIMER HOLDINGS INC,Financial Services,"Brokers, Exchanges & Other"
ORA,"ORMAT TECHNOLOGIES, INC.",Utilities,Utilities - Independent Power Producers
ORCL,ORACLE CORP,Technology,Application Software
ORGO,Organogenesis Holdings Inc.,Healthcare,Biotechnology
ORI,Old Republic International Corp,Financial Services,Insurance
ORLY,O REILLY AUTOMOTIVE INC,Consumer Cyclical,Retail - Apparel & Specialty
OSCR,"Oscar Health, Inc.",Financial Services,Insurance
OSIS,OSI SYSTEMS INC,Technology,Computer Hardware
OSK,OSHKOSH CORP,Industrials,Aerospace & Defense
OSPN,OneSpan Inc.,Technology,Application Software
OSTK,"OVERSTOCK.COM, INC",Consumer Cyclical,Retail - Apparel & Specialty
OSUR,ORASURE TECHNOLOGIES INC,Healthcare,Medical Diagnostics & Research
OTEL,OTELCO INC.,Business Services,Communication Services
OTEX,OPEN TEXT CORP,Technology,Application Software
OTIS,Otis Worldwide Corp,Industrials,Engineering & Construction
OTLK,"Outlook Therapeutics, Inc.",Healthcare,Biotechnology
OTRK,"Ontrak, Inc.",Healthcare,Health Care Providers
OTTR,Otter Tail Corp,Utilities,Utilities - Regulated
OUT,OUTFRONT Media Inc.,Real Estate,REITs
OVV,Ovintiv Inc.,Energy,Oil & Gas - E&P
OXFD,Oxford Immunotec Global PLC,Healthcare,Medical Diagnostics & Research
OXM,OXFORD INDUSTRIES INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
OXY,OCCIDENTAL PETROLEUM CORP /DE/,Energy,Oil & Gas - E&P
OZRK,BANK OF THE OZARKS INC,Financial Services,Banks
P,"Pandora Media, Inc.",Consumer Cyclical,Entertainment
PAA,PLAINS ALL AMERICAN PIPELINE LP,Energy,Oil & Gas - Midstream
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",Healthcare,Medical Diagnostics & Research
PACW,PACWEST BANCORP,Financial Services,Banks
PAHC,PHIBRO ANIMAL HEALTH CORP,Healthcare,Drug Manufacturers
PANW,Palo Alto Networks Inc,Technology,Application Software
PATH,"UiPath, Inc.",Technology,Application Software
PATK,PATRICK INDUSTRIES INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
PAYC,"Paycom Software, Inc.",Technology,Application Software
PAYS,"Paysign, Inc.",Industrials,Business Services
PAYX,PAYCHEX INC,Industrials,Business Services
PB,PROSPERITY BANCSHARES INC,,
PBCT,"People's United Financial, Inc.",Financial Services,Banks
PBF,PBF Energy Inc.,Energy,Oil & Gas - Refining & Marketing
PBH,"Prestige Brands Holdings, Inc.",Healthcare,Medical Distribution
PBI,Pitney-Bowes,Industrials,Industrial Products
PBSV,"Pharma-Bio Serv, Inc.",Industrials,Business Services
PBYI,"PUMA BIOTECHNOLOGY, INC.",Healthcare,Biotechnology
PCAR,PACCAR INC,Industrials,Truck Manufacturing
PCG,PG&E Corp.,Utilities,Utilities - Regulated
PCH,POTLATCHDELTIC CORP,Basic Materials,Forest Products
PCMI,"PCM, INC.",Technology,Computer Hardware
PCP,PRECISION CASTPARTS CORP,Industrials,Aerospace & Defense
PCRX,"Pacira BioSciences, Inc.",Healthcare,Medical Diagnostics & Research
PCTI,PC TEL INC,Technology,Communication Equipment
PCTY,Paylocity Holding Corp,Technology,Application Software
PCVX,"Vaxcyte, Inc.",Healthcare,Biotechnology
PD,"PagerDuty, Inc.",Technology,Application Software
PDCO,"PATTERSON COMPANIES, INC.",Healthcare,Medical Distribution
PDD,Pinduoduo Inc.,,
PDEX,PRO DEX INC,Healthcare,Medical Instruments & Equipment
PDFS,PDF SOLUTIONS INC,Technology,Application Software
PDLI,"PDL BIOPHARMA, INC.",Healthcare,Biotechnology
PE,"Parsley Energy, Inc.",Energy,Oil & Gas - E&P
PEAK,"HEALTHPEAK PROPERTIES, INC.",Real Estate,REITs
PEB,Pebblebrook Hotel Trust,Real Estate,REITs
PEDH,PEOPLES EDUCATIONAL HOLDINGS,,
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,Utilities,Utilities - Regulated
PEGA,Pegasystems Inc,Technology,Application Software
PEGI,Pattern Energy Group Inc.,Utilities,Utilities - Independent Power Producers
PEN,Penumbra Inc,Healthcare,Medical Devices
PENN,PENN NATIONAL GAMING INC,Consumer Cyclical,Entertainment
PEP,PEPSICO INC,Consumer Defensive,Beverages - Non-Alcoholic
PERF,"Perfumania Holdings, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
PERI,Perion Network Ltd.,Technology,Application Software
PESI,PERMA FIX ENVIRONMENTAL SERVICES INC,Industrials,Waste Management
PETM,PETSMART INC,Consumer Cyclical,Retail - Apparel & Specialty
PETS,PETMED EXPRESS INC,Consumer Defensive,Retail - Defensive
PFE,PFIZER INC,Healthcare,Drug Manufacturers
PFG,PRINCIPAL FINANCIAL GROUP INC,Financial Services,Insurance - Life
PFGC,Performance Food Group Co,Consumer Defensive,Retail - Defensive
PFPT,PROOFPOINT INC,,
PG,PROCTER & GAMBLE Co,Consumer Defensive,Consumer Packaged Goods
PGC,PEAPACK GLADSTONE FINANCIAL CORP,Financial Services,Banks
PGNX,PROGENICS PHARMACEUTICALS INC,Healthcare,Biotechnology
PGNY,"Progyny, Inc.",Healthcare,Medical Diagnostics & Research
PGR,Progressive Corp.,Financial Services,Insurance - Property & Casualty
PGRE,"Paramount Group, Inc.",Real Estate,REITs
PGTI,"PGT, Inc.",Basic Materials,Building Materials
PH,PARKER HANNIFIN CORP,Industrials,Industrial Products
PHH,PHH CORP,Financial Services,Banks
PHM,PULTEGROUP INC/MI/,Consumer Cyclical,Homebuilding & Construction
PHUN,"Phunware, Inc.",Technology,Application Software
PHX,PANHANDLE OIL & GAS INC,Energy,Oil & Gas - E&P
PI,IMPINJ INC,Technology,Computer Hardware
PII,POLARIS INDUSTRIES INC/MN,Consumer Cyclical,Autos
PINC,Premier Inc,Technology,Application Software
PINE,"Alpine Income Property Trust, Inc.",Real Estate,REITs
PINS,"PINTEREST, INC.",Technology,Online Media
PIR,PIER 1 IMPORTS INC/DE,Consumer Cyclical,Retail - Apparel & Specialty
PIXY,"ShiftPixy, Inc.",Technology,Application Software
PJT,PJT Partners Inc.,Financial Services,"Brokers, Exchanges & Other"
PK,Park Hotels & Resorts Inc.,Real Estate,REITs
PKD,PARKER DRILLING CO /DE/,,
PKE,PARK ELECTROCHEMICAL CORP,Technology,Semiconductors
PKG,Packaging Corp Of America,Consumer Cyclical,Packaging & Containers
PKI,PerkinElmer,Healthcare,Medical Diagnostics & Research
PLAB,PHOTRONICS INC,Technology,Semiconductors
PLAN,"Anaplan, Inc.",Technology,Application Software
PLAY,"Dave & Buster's Entertainment, Inc.",Consumer Cyclical,Restaurants
PLCE,"Childrens Place, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
PLD,"Prologis, Inc.",Real Estate,REITs
PLNT,"Planet Fitness, Inc.",Consumer Cyclical,Personal Services
PLPC,PREFORMED LINE PRODUCTS CO,Technology,Computer Hardware
PLSE,"Pulse Biosciences, Inc.",Healthcare,Biotechnology
PLTR,Palantir Technologies Inc.,Technology,Application Software
PLUG,PLUG POWER INC,Industrials,Engineering & Construction
PLUS,EPLUS INC,Business Services,Consulting
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco Products
PMD,PSYCHEMEDICS CORP,Healthcare,Medical Diagnostics & Research
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",Financial Services,Banks
PNFP,PINNACLE FINANCIAL PARTNERS INC,Financial Services,Banks
PNM,PNM RESOURCES INC,Utilities,Utilities - Independent Power Producers
PNR,PENTAIR plc,Industrials,Industrial Products
PNRA,PANERA BREAD CO,Consumer Cyclical,Restaurants
PNW,PINNACLE WEST CAPITAL CORP,Utilities,Utilities - Regulated
PODD,INSULET CORP,Healthcare,Medical Instruments & Equipment
POM,PEPCO HOLDINGS LLC,,
POOL,Pool Corp,Consumer Cyclical,Travel & Leisure
POST,"Post Holdings, Inc.",Consumer Defensive,Consumer Packaged Goods
PPC,PILGRIMS PRIDE CORP,Consumer Defensive,Consumer Packaged Goods
PPG,PPG INDUSTRIES INC,Basic Materials,Chemicals
PPIH,MFRI INC,Industrials,Industrial Products
PPL,PPL Corp,Utilities,Utilities - Regulated
PPSI,"PIONEER POWER SOLUTIONS, INC.",Technology,Computer Hardware
PRAH,"PRA Health Sciences, Inc.",Healthcare,Medical Diagnostics & Research
PRCH,"Porch Group, Inc.",Technology,Application Software
PRCP,PERCEPTRON INC/MI,Technology,Computer Hardware
PRDO,PERDOCEO EDUCATION Corp,Consumer Defensive,Education
PRG,"PROG Holdings, Inc.",Financial Services,Credit Services
PRGB,"Protea Biosciences Group, Inc.",,
PRGO,PERRIGO CO,Healthcare,Drug Manufacturers
PRGS,PROGRESS SOFTWARE CORP /MA,Technology,Application Software
PRGX,"PRGX GLOBAL, INC.",,
PRI,"Primerica, Inc.",Financial Services,Insurance
PRKA,"PARKS AMERICA, INC",Consumer Cyclical,Travel & Leisure
PRLB,Proto Labs Inc,Industrials,Industrial Products
PRO,"PROS Holdings, Inc.",Technology,Application Software
PROM,"Propel Media, Inc.",,
PROV,PROVIDENT FINANCIAL HOLDINGS INC,Financial Services,Banks
PRPL,"Purple Innovation, Inc.",Consumer Cyclical,Manufacturing - Apparel & Furniture
PRPO,"Precipio, Inc.",Healthcare,Medical Diagnostics & Research
PRSP,Perspecta Inc.,Technology,Application Software
PRTS,"U.S. Auto Parts Network, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
PRTX,PROTALEX INC,Healthcare,Biotechnology
PRU,PRUDENTIAL FINANCIAL INC,Financial Services,Insurance - Life
PRXL,PAREXEL INTERNATIONAL CORP,Healthcare,Medical Diagnostics & Research
PS,"Pluralsight, Inc.",Technology,Application Software
PSA,Public Storage,Real Estate,REITs
PSB,PS BUSINESS PARKS INC/CA,Real Estate,REITs
PSFE,Paysafe Ltd,Financial Services,Credit Services
PSN,PARSONS CORP,Industrials,Aerospace & Defense
PSNL,"Personalis, Inc.",Healthcare,Biotechnology
PSO,PEARSON PLC,,
PSSR,"PASSUR Aerospace, Inc.",Industrials,Aerospace & Defense
PSTG,"Pure Storage, Inc.",Technology,Computer Hardware
PSTI,PLURISTEM THERAPEUTICS INC,Healthcare,Biotechnology
PSTV,"PLUS THERAPEUTICS, INC.",Healthcare,Biotechnology
PSX,Phillips 66,Energy,Oil & Gas - Refining & Marketing
PTAM,"POTASH AMERICA, INC.",,
PTC,PTC INC.,Technology,Application Software
PTE,PolarityTE,Healthcare,Biotechnology
PTEN,PATTERSON UTI ENERGY INC,Energy,Oil & Gas - Drilling
PTI,Patheon N.V.,Healthcare,Biotechnology
PTN,PALATIN TECHNOLOGIES INC,Healthcare,Medical Diagnostics & Research
PTON,"PELOTON INTERACTIVE, INC.",Consumer Cyclical,Travel & Leisure
PUBM,"PubMatic, Inc.",Technology,Application Software
PUMP,ProPetro Holding Corp.,Energy,Oil & Gas - Midstream
PURE,"PURE BIOSCIENCE, INC.",Consumer Defensive,Consumer Packaged Goods
PVAC,PENN VIRGINIA CORP,Energy,Oil & Gas - E&P
PVH,PVH CORP. /DE/,Consumer Cyclical,Manufacturing - Apparel & Furniture
PVHO,"Provision Holding, Inc.",,
PWR,Quanta Services Inc.,Industrials,Engineering & Construction
PX,Praxair Inc.,Basic Materials,Chemicals
PXD,Pioneer Natural Resources,Energy,Oil & Gas - E&P
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services
PYYX,"PYXUS INTERNATIONAL, INC.",Consumer Defensive,Tobacco Products
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Cyclical,Restaurants
QCOM,QUALCOMM INC/DE,Technology,Semiconductors
QCP,"QUALITY CARE PROPERTIES, INC.",Real Estate,REITs
QDEL,QUIDEL CORP /DE/,Healthcare,Medical Diagnostics & Research
QEBR,"VIRTUAL MEDICAL INTERNATIONAL, INC.",,
QEP,"QEP RESOURCES, INC.",Energy,Oil & Gas - Integrated
QGEN,QIAGEN N.V.,,
QLGC,QLOGIC CORP,Technology,Computer Hardware
QLYS,"QUALYS, INC.",Technology,Application Software
QNST,"QUINSTREET, INC",Technology,Online Media
QQQ,Invesco QQQ Trust (Nasdaq 100 ETF),,
QRTEA,"Qurate Retail, Inc.",Consumer Cyclical,Entertainment
QRVO,"Qorvo, Inc.",Technology,Semiconductors
QS,QuantumScape Corp,Industrials,Industrial Products
QSI,Quantum-Si Inc,Healthcare,Biotechnology
QSIM,"QUANTUMSPHERE, INC.",,
QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants
QTNA,QUANTENNA COMMUNICATIONS INC,Technology,Semiconductors
QTNT,Quotient Ltd,Healthcare,Medical Diagnostics & Research
QTRX,Quanterix Corp,Healthcare,Biotechnology
QUOT,Quotient Technology Inc.,Consumer Cyclical,Advertising & Marketing Services
QVC,QVC INC,,
R,Ryder System,Industrials,Consulting & Outsourcing
RA,RDA Holding Co.,Financial Services,Asset Management
RAD,RITE AID CORP,Consumer Defensive,Retail - Defensive
RADA,RADA ELECTRONIC INDUSTRIES LTD,,
RAI,REYNOLDS AMERICAN INC,Consumer Defensive,Tobacco Products
RAIL,"FreightCar America, Inc.",Industrials,Transportation & Logistics
RAMP,"LiveRamp Holdings, Inc.",Technology,Application Software
RATE,"Bankrate, Inc.",Technology,Online Media
RAVE,"RAVE RESTAURANT GROUP, INC.",Consumer Cyclical,Restaurants
RAVN,RAVEN INDUSTRIES INC,Industrials,Industrial Products
RAX,"RACKSPACE HOSTING, INC.",Business Services,Communication Services
RBBN,Ribbon Communications Inc.,Business Services,Communication Services
RBC,REGAL BELOIT CORP,Industrials,Engineering & Construction
RBLX,Roblox Corp,Technology,Application Software
RBOT,Vicarious Surgical Inc.,Healthcare,Biotechnology
RCII,RENT A CENTER INC DE,Industrials,Consulting & Outsourcing
RCKY,"ROCKY BRANDS, INC.",Consumer Cyclical,Manufacturing - Apparel & Furniture
RCL,ROYAL CARIBBEAN CRUISES LTD,Consumer Cyclical,Travel & Leisure
RCUS,"Arcus Biosciences, Inc.",Healthcare,Biotechnology
RDC,ROWAN COMPANIES PLC,Energy,Oil & Gas - Drilling
RDEN,ELIZABETH ARDEN INC,,
RDFN,Redfin Corp,Real Estate,Real Estate Services
RDN,RADIAN GROUP INC,Financial Services,Insurance - Specialty
RDNT,"RadNet, Inc.",Healthcare,Medical Diagnostics & Research
RDW,Redwire Corp,Industrials,Aerospace & Defense
RDWR,RADWARE LTD,Technology,Application Software
